id,subject,details,sourceId,ComArtId,ComSourceId,diseaseId,modalityId,ComPathID,ComCatID,ComUserID,level,ComPathReg,isClinical,isVivo,isVitro,enteredDate,enteredBy
302,Negative trial with imuthiol and HIV+ pts,"1333 pts, 669 treated with ditiocarb and 664 received placebo. Followed for 24 mths.AIDS developed in 106 pts in the ditiocarb group as compared with 68 in the placebo group; 157 ditiocarb pts progressed to AIDS-related complex vs 128 placebo pts. 34 diti",AR00245,AR00245,0,DS104,MO73,,CT16,Kathy,-1,0,TRUE,FALSE,FALSE,20070429,kathy
303,Ditiocarb decreases infections in AIDS,389 symptomatic HIV+ pts treated with ditiocarb 400 mg/m2 po for 24 weeks vs placebo. Reduction of new opportunistic infections in the ditiocarb group was significant in all patients.,AR00246,AR00246,0,DS104,MO73,,CT16,Kathy,1,0,TRUE,FALSE,FALSE,20070429,kathy
304,Inhibition of HIV progression by dithiocarb,"60 HIV+ pts randomised to treatment with IV or PO dithiocarb  or placebo for 24 weeks. 0 treated pts vs 6 placebo pts developed AIDS. IV grp did better than PO grp. 18-month F/U: 3 deaths in placebo groups, 0 in treated grp.",AR00247,AR00247,0,DS104,MO73,,CT16,Kathy,1,0,TRUE,FALSE,FALSE,20070429,kathy
305,Dithiocarb helps symptoms in AIDS,"44 pts randomized to receive DTC 200 mg/m2 IV qwk x 16 weeks or no therapy, followed by crossover. Significant decrease in symptoms in treated patients. No significant differences in progression. No changes in immunological parameters. No significant toxi",AR00248,AR00248,0,DS104,MO73,,CT16,Kathy,1,0,TRUE,FALSE,FALSE,20070430,kathy
306,Dose response study of IV Imuthiol in AIDS,"Dose response study of IV DTC in AIDS pts. Side effects included GI upset, burning at the infusion site, metallic taste, sneezing, confusional states, hyperactivity, delusional thinking, and myoclonus. Decreased with dose reduction. The MTD was 200 mg/m2 ",AR00249,AR00249,0,DS104,MO73,,CT16,Kathy,1,0,TRUE,FALSE,FALSE,20070430,kathy
307,Review of Imuthiol studies in AIDS,"Imuthiol studies were on-going, but 3 controlled studies reported: delayed progression to AIDS in ARC patients, progression slowed in ARC patients, regression induced in some constitutional symptoms of HIV-infection.",AR00250,AR00250,0,DS104,MO73,,CT16,Kathy,1,0,TRUE,FALSE,FALSE,20070430,kathy
308,Dithiocarb as antifungal,"Dithiocarb has antifungal activity against Candida albicans, Cryptococcus neoformans, Aspergillus fumigatus and Mucor mucedo in doses achievable by IV administration in man.

",AR00251,AR00251,0,DS108,MO73,,CT16,Kathy,1,0,FALSE,FALSE,TRUE,20070430,kathy
309,Long-term imuthiol in HIV+ pts,43 HIV+ pts with CD4+ counts < or = 400/microL and absence of AIDS treated with ditiocarb 10 mg/kg po qwk x 4 to 60 months.  During the follow up period 7 pts progressed to AIDS. (Usually 50% of HIV+ pts with CD4 < 400 develop AIDS)Ditiocarb delays progre,AR00252,AR00252,0,DS104,MO73,,CT16,Kathy,1,0,TRUE,FALSE,FALSE,20070430,kathy
310,Imuthiol potentiates AZT,AZT added to either Isoprinosine or Dithiocarb had a potent synergistic inhibitory effect on reverse transcriptase activity with no alteration of pharmacokinetics.,AR00253,AR00253,0,DS104,MO73,,CT16,Kathy,1,0,FALSE,FALSE,TRUE,20070430,kathy
317,Imuthiol potentiates AZT,AZT added to either Isoprinosine or Dithiocarb had a potent synergistic inhibitory effect on reverse transcriptase activity with no alteration of pharmacokinetics.,AR00253,AR00253,0,DS104,MO156,,CT16,Kathy,1,0,FALSE,FALSE,TRUE,20070430,kathy
311,Dithiocarb and HT potentiate effects of cisplatin,Combo of hi dose cisplatin (8mg/kg) with dithiocarb 750mg/kg and hyperthermia (43 degrees C x 60min) given q5d x 3 times resulted in decreased tumor growth and number of mets and increased survival.,AR00254,AR00254,0,DS102,MO73,,CT2,Kathy,0,0,FALSE,TRUE,FALSE,20070430,kathy
316,Dithiocarb and HT potentiate effects of cisplatin,Combo of hi dose cisplatin (8mg/kg) with dithiocarb 750mg/kg and hyperthermia (43 degrees C x 60min) given q5d x 3 times resulted in decreased tumor growth and number of mets and increased survival.,AR00254,AR00254,0,DS102,MO16,,CT2,Kathy,1,0,FALSE,TRUE,FALSE,20070430,kathy
312,Dithiocarb protects from toxicity of cisplatin,Dithiocarb prevents cisplatin induced nephrotoxicity and allows for use of higher LD50.,AR00255,AR00255,0,DS102,MO73,,CT2,Kathy,0,0,FALSE,TRUE,FALSE,20070430,kathy
315,Dithiocarb protects from toxicity of cisplatin,Dithiocarb prevents cisplatin induced nephrotoxicity and allows for use of higher LD50.,AR00255,AR00255,0,DS102,MO16,,CT2,Kathy,1,0,FALSE,TRUE,FALSE,20070430,kathy
313,Dithiocarb protects against carbo toxicities,Dithiocarb protects against carboplatin-induced leukopenia and anemia and improved the therapeutic index of carboplatin by 25%.,AR00256,AR00256,0,DS102,MO73,,CT2,Kathy,0,0,FALSE,TRUE,FALSE,20070430,kathy
314,Dithiocarb protects against carbo toxicities,Dithiocarb protects against carboplatin-induced leukopenia and anemia and improved the therapeutic index of carboplatin by 25%.,AR00256,AR00256,0,DS102,MO17,,CT2,Kathy,1,0,FALSE,TRUE,FALSE,20070430,kathy
318,Dithiocarb has no effect on carbo-induced myelosuppression,10 ovarian ca pts treated with carboplatin and dithiocarb 600 mg/m2 IV. Dithiocarb did not decrease the degree or duration of myelosuppression.,AR00257,AR00257,0,DS102,MO73,,CT2,Kathy,0,0,TRUE,FALSE,FALSE,20070430,kathy
319,Greater nephrotoxicity with cisplatin and dithiocarb,"221 pts with SCLC, NSCLC and ovarian ca treated with cisplatin and Cytoxan or VP-16 in a randomized, multicenter, double-blind comparison of dithiocarb versus placebo. Dithiocarb treated pts had higher serum creatinine and were able to receive fewer cycle",AR00258,AR00258,0,DS102,MO73,,CT2,Kathy,0,0,TRUE,FALSE,FALSE,20070430,kathy
320,Dithiocarb protective in cisplatin treated rats,"Dithiocarb 500 or 750 mg/kg given to rats between 1 and 4 hr after cisplatinum administration protected against nephrotoxicity, gastrotoxicity and weight loss.",AR00259,AR00259,0,DS102,MO73,,CT2,Kathy,0,0,FALSE,TRUE,FALSE,20070430,kathy
321,Timing of dithiocarb important,Dithiocarb must be administered IV or SQ 0.5-4h after administration of cisplatin to achieve maximum effectiveness.,AR00260,AR00260,0,DS102,MO73,,CT2,Kathy,0,0,FALSE,FALSE,FALSE,20070430,kathy
322,Disulfiram metabolites and drug resistance,"S-methyl N,N-diethylthiocarbamate sulfoxide and S-methyl N,N-diethylthiocarbamate sulfone inactivate human multidrug resistance P-glycoprotein by modifying Cys1074 in Nucleotide Binding Domain 2.",AR00261,AR00261,0,DS102,MO73,,CT2,Kathy,0,0,FALSE,FALSE,TRUE,20070502,kathy
332,Dithiocarb treats thrombocytopenia in HIV infection,"Case report of 8yo HIV+ girl with chronic thrombocytopenia unaffected by treatment with IVIG, AZT or Pentacarinat.  Treated with a phytopharmacon and dithiocarb 100mg twice weekly x 10 mths. Resulted in increased CD4, CD8, total lymphocyte count and plate",AR00266,AR00266,0,DS84,MO73,,0,Kathy,2,0,TRUE,FALSE,FALSE,20070503,kathy
333,Ditiocarb enhances hyperthermia in PC,DDC administration coupled with heating at 43 or 44 degrees C significantly decreased cell survival in vitro compared to heating alone.,AR00267,AR00267,0,DS25,MO73,,CT2,Kathy,1,0,FALSE,FALSE,TRUE,20070503,kathy
334,Ditiocarb enhances hyperthermia in PC,DDC administration coupled with heating at 43 or 44 degrees C significantly decreased cell survival in vitro compared to heating alone.,AR00267,AR00267,0,DS25,MO97,,CT2,Kathy,1,0,FALSE,FALSE,TRUE,20070503,kathy
338,Ditiocarb and SLE,No abstract available.  will obtain article from library.,AR00269,AR00269,0,DS76,MO73,,CT1,Kathy,2,0,TRUE,FALSE,FALSE,20070507,kathy
348,Ditiocarb and arthritis,Collagen induced arthritis in rats was significantly helped by IP injection (2 x 300 mg/kg/day) and SQ infusion (120 mg/kg/day) of DDTC and by enteral administration of disulfiram (200 and 300 mg/kg/day).,AR00277,AR00277,0,DS74,MO73,,CT3,Kathy,2,0,FALSE,TRUE,FALSE,20070507,kathy
349,Ditiocarb and arthritis,Collagen induced arthritis in rats was significantly helped by IP injection (2 x 300 mg/kg/day) and SQ infusion (120 mg/kg/day) of DDTC and by enteral administration of disulfiram (200 and 300 mg/kg/day).,AR00277,AR00277,0,DS74,MO152,,CT3,Kathy,2,0,FALSE,TRUE,FALSE,20070507,kathy
350,Disulfiram prevents ifos toxicity,"Disulfiram and ditiocarb prevents bladder damage from ifosfamide in mice with sarcoma, but did not affect the anti-tumor activity of the drug.",AR00278,AR00278,0,DS102,MO152,,CT2,Kathy,0,0,FALSE,TRUE,FALSE,20070509,kathy
351,Disulfiram prevents ifos toxicity,"Disulfiram and ditiocarb prevents bladder damage from ifosfamide in mice with sarcoma, but did not affect the anti-tumor activity of the drug.",AR00278,AR00278,0,DS102,MO73,,CT2,Kathy,0,0,FALSE,TRUE,FALSE,20070509,kathy
368,Disulfiram prevents ifos toxicity,"Disulfiram and ditiocarb prevents bladder damage from ifosfamide in mice with sarcoma, but did not affect the anti-tumor activity of the drug.",AR00278,AR00278,0,DS102,MO4,,CT2,Kathy,0,0,FALSE,TRUE,FALSE,20070509,kathy
352,Disulfiram and ifos toxicity,Disulfiram prevented ifosfamide-induced bladder damage when administered orally within 1 hr of ifosfamide treatment.,AR00279,AR00279,0,DS102,MO152,,CT2,Kathy,0,0,FALSE,TRUE,FALSE,20070509,kathy
367,Disulfiram and ifos toxicity,Disulfiram prevented ifosfamide-induced bladder damage when administered orally within 1 hr of ifosfamide treatment.,AR00279,AR00279,0,DS102,MO4,,CT2,Kathy,0,0,FALSE,TRUE,FALSE,20070509,kathy
353,Disulfiram inhibits cyclophosphamide toxicity,Disulfiram prevented cyclophosphamide-induced bladder damage when administered p.o. within 1 hr of cyclophosphamide treatment.Diethyldithiocarbamate was also effective when administered 2 to 4 hr after cyclophosphamide.,AR00280,AR00280,0,DS102,MO152,,CT2,Kathy,0,0,FALSE,TRUE,FALSE,20070509,kathy
354,Disulfiram inhibits cyclophosphamide toxicity,Disulfiram prevented cyclophosphamide-induced bladder damage when administered p.o. within 1 hr of cyclophosphamide treatment.Diethyldithiocarbamate was also effective when administered 2 to 4 hr after cyclophosphamide.,AR00280,AR00280,0,DS102,MO73,,CT2,Kathy,0,0,FALSE,TRUE,FALSE,20070509,kathy
